	S1F.fastq.trim.sam.counts	S1S.fastq.trim.sam.counts	S2F.fastq.trim.sam.counts	S2S.fastq.trim.sam.counts	S3F.fastq.trim.sam.counts	S3S.fastq.trim.sam.counts	S4F.fastq.trim.sam.counts	S4S.fastq.trim.sam.counts	S5F.fastq.trim.sam.counts	S5S.fastq.trim.sam.counts	
Slin_CCMP2456.gene20047.mRNA1	0	1	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene20051.mRNA1	0	0	0	1	0	0	0	0	0	0	
Slin_CCMP2456.gene20052.mRNA1	0	0	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene20057.mRNA1	0	0	0	2	0	2	0	0	0	0	
Slin_CCMP2456.gene2006.mRNA1	0	1	0	1	0	0	0	0	0	0	
Slin_CCMP2456.gene20061.mRNA1	0	3	0	0	0	0	0	1	0	1	
Slin_CCMP2456.gene20062.mRNA1	0	1	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene20064.mRNA1	0	0	1	0	0	0	0	0	0	0	
Slin_CCMP2456.gene20065.mRNA1	1	2	3	5	1	1	2	4	1	2	
Slin_CCMP2456.gene20067.mRNA1	0	0	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene20069.mRNA1	0	2	0	0	0	0	0	0	1	0	
Slin_CCMP2456.gene2007.mRNA1	5	4	2	6	5	4	2	2	2	5	
Slin_CCMP2456.gene20076.mRNA1	0	0	0	0	0	0	0	0	1	1	
Slin_CCMP2456.gene20077.mRNA1	3	8	6	3	4	6	3	6	8	4	
Slin_CCMP2456.gene20078.mRNA1	1	3	4	3	1	2	1	6	1	3	
Slin_CCMP2456.gene20079.mRNA1	2	6	2	2	3	3	1	2	1	1	
Slin_CCMP2456.gene2008.mRNA1	2	4	3	3	1	5	1	5	0	3	
Slin_CCMP2456.gene20081.mRNA1	2	6	3	3	2	2	4	6	0	6	
Slin_CCMP2456.gene20083.mRNA1	0	2	1	0	0	0	1	0	0	0	
Slin_CCMP2456.gene20086.mRNA1	1	0	2	0	0	0	0	0	0	0	
Slin_CCMP2456.gene20087.mRNA1	2	2	0	1	2	0	0	4	1	0	
Slin_CCMP2456.gene20088.mRNA1	0	0	0	1	1	1	0	0	0	0	
Slin_CCMP2456.gene20092.mRNA1	0	0	0	0	1	1	1	0	1	0	
Slin_CCMP2456.gene20095.mRNA1	1	3	3	0	2	2	0	2	1	1	
Slin_CCMP2456.gene20096.mRNA1	9	11	7	5	8	14	5	10	5	8	
Slin_CCMP2456.gene20098.mRNA1	4	7	0	2	2	2	4	0	2	2	
Slin_CCMP2456.gene20099.mRNA1	0	0	0	1	0	0	0	0	0	0	
Slin_CCMP2456.gene201.mRNA1	16	39	18	6	15	35	12	35	25	16	
Slin_CCMP2456.gene2010.mRNA1	1	1	0	1	3	4	0	2	0	0	
Slin_CCMP2456.gene20101.mRNA1	0	0	0	0	1	0	0	0	0	1	
Slin_CCMP2456.gene20104.mRNA1	3	6	5	8	13	5	3	6	3	11	
Slin_CCMP2456.gene20106.mRNA1	3	9	3	1	2	5	5	8	1	6	
Slin_CCMP2456.gene2011.mRNA1	0	0	1	0	2	1	1	1	0	1	
Slin_CCMP2456.gene20110.mRNA1	3	1	3	2	2	0	1	3	0	2	
Slin_CCMP2456.gene20111.mRNA1	0	0	2	1	0	1	0	0	1	1	
Slin_CCMP2456.gene20112.mRNA1	0	1	0	0	1	0	0	0	1	0	
Slin_CCMP2456.gene20115.mRNA1	1	9	4	2	1	5	5	3	0	4	
Slin_CCMP2456.gene20119.mRNA1	2	1	2	0	0	1	2	4	0	1	
Slin_CCMP2456.gene2012.mRNA1	2	2	3	0	2	0	2	2	2	2	
Slin_CCMP2456.gene20120.mRNA1	0	0	1	0	0	0	0	0	0	0	
Slin_CCMP2456.gene20124.mRNA1	0	0	2	0	0	1	0	0	0	0	
Slin_CCMP2456.gene20126.mRNA1	0	3	0	1	2	3	1	1	2	1	
Slin_CCMP2456.gene20128.mRNA1	1	1	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene20129.mRNA1	0	3	0	1	0	0	0	0	0	0	
Slin_CCMP2456.gene2013.mRNA1	0	0	0	0	1	0	0	0	0	0	
Slin_CCMP2456.gene20130.mRNA1	2	4	5	2	3	7	1	5	3	3	
Slin_CCMP2456.gene20132.mRNA1	29	37	26	13	14	43	17	53	25	28	
Slin_CCMP2456.gene20133.mRNA1	3	10	6	0	1	9	5	7	4	2	
Slin_CCMP2456.gene20136.mRNA1	0	0	0	0	0	0	0	0	1	0	
Slin_CCMP2456.gene20141.mRNA1	1	1	0	0	0	1	2	0	1	2	
Slin_CCMP2456.gene20144.mRNA1	1	0	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene20149.mRNA1	2	2	2	0	0	3	1	2	0	1	
Slin_CCMP2456.gene20153.mRNA1	0	2	0	0	1	3	0	2	0	0	
Slin_CCMP2456.gene20158.mRNA1	0	1	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene20159.mRNA1	3	1	1	2	1	3	2	2	1	1	
Slin_CCMP2456.gene2016.mRNA1	0	3	2	0	0	3	0	1	1	0	
Slin_CCMP2456.gene20161.mRNA1	1	0	0	0	0	1	2	0	2	1	
Slin_CCMP2456.gene20163.mRNA1	0	0	1	0	0	0	0	0	0	0	
Slin_CCMP2456.gene20164.mRNA1	0	0	0	0	0	0	0	0	0	1	
Slin_CCMP2456.gene20165.mRNA1	0	0	1	0	2	0	0	0	1	0	
Slin_CCMP2456.gene20167.mRNA1	0	1	2	1	0	0	0	2	0	1	
Slin_CCMP2456.gene2017.mRNA1	0	3	1	3	0	2	0	1	0	1	
Slin_CCMP2456.gene20171.mRNA1	0	1	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene20172.mRNA1	18	40	22	20	22	48	13	29	19	25	
Slin_CCMP2456.gene20173.mRNA1	1	0	0	0	0	0	0	0	1	0	
Slin_CCMP2456.gene20181.mRNA1	1	0	0	2	1	2	0	0	0	1	
Slin_CCMP2456.gene20184.mRNA1	2	5	6	2	2	2	4	4	0	3	
Slin_CCMP2456.gene20185.mRNA1	0	0	0	0	0	2	0	0	0	1	
Slin_CCMP2456.gene20186.mRNA1	0	2	0	2	1	0	1	0	1	0	
Slin_CCMP2456.gene20187.mRNA1	1	0	0	0	1	0	1	3	4	0	
Slin_CCMP2456.gene20190.mRNA1	0	0	0	0	0	0	1	0	0	0	
Slin_CCMP2456.gene20194.mRNA1	0	0	0	0	0	0	0	0	0	1	
Slin_CCMP2456.gene20195.mRNA1	2	2	5	2	4	6	0	5	3	4	
Slin_CCMP2456.gene20196.mRNA1	1	0	0	0	0	0	0	0	1	0	
Slin_CCMP2456.gene20198.mRNA1	0	3	3	2	2	3	2	0	6	3	
Slin_CCMP2456.gene202.mRNA1	0	1	1	0	0	0	0	1	0	1	
Slin_CCMP2456.gene2020.mRNA1	6	11	10	8	2	10	4	12	4	5	
Slin_CCMP2456.gene20209.mRNA1	0	0	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene2021.mRNA1	3	2	2	3	2	3	3	4	3	7	
Slin_CCMP2456.gene20211.mRNA1	0	0	0	0	1	0	2	0	0	1	
Slin_CCMP2456.gene20213.mRNA1	0	0	0	0	0	1	0	1	0	0	
Slin_CCMP2456.gene20214.mRNA1	7	10	6	1	4	4	6	8	5	4	
Slin_CCMP2456.gene20216.mRNA1	0	1	0	0	0	0	1	0	0	0	
Slin_CCMP2456.gene20218.mRNA1	0	1	0	1	0	1	1	0	0	1	
Slin_CCMP2456.gene2022.mRNA1	2	2	6	1	3	3	4	4	3	6	
Slin_CCMP2456.gene20220.mRNA1	0	1	0	0	1	0	0	1	0	1	
Slin_CCMP2456.gene20223.mRNA1	0	0	0	0	0	1	0	1	0	0	
Slin_CCMP2456.gene20224.mRNA1	1	13	11	2	7	15	14	12	3	7	
Slin_CCMP2456.gene20227.mRNA1	1	0	2	0	0	0	0	1	1	3	
Slin_CCMP2456.gene2023.mRNA1	0	2	1	0	1	0	0	2	0	0	
Slin_CCMP2456.gene20231.mRNA1	3	3	3	0	1	6	0	2	2	6	
Slin_CCMP2456.gene20232.mRNA1	1	1	1	0	1	4	0	3	2	0	
Slin_CCMP2456.gene20236.mRNA1	0	1	2	0	0	0	0	1	2	1	
Slin_CCMP2456.gene20238.mRNA1	0	1	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene20239.mRNA1	3	3	11	2	4	1	0	1	3	3	
Slin_CCMP2456.gene2024.mRNA1	1	4	2	0	1	1	2	1	2	6	
Slin_CCMP2456.gene20240.mRNA1	2	0	0	0	0	2	0	0	1	3	
Slin_CCMP2456.gene20245.mRNA1	0	3	0	0	0	1	0	2	0	2	
Slin_CCMP2456.gene20247.mRNA1	1	2	0	1	1	2	0	2	0	2	
Slin_CCMP2456.gene20249.mRNA1	0	0	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene2025.mRNA1	1	1	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene20251.mRNA1	0	1	1	0	0	0	0	0	0	1	
Slin_CCMP2456.gene20252.mRNA1	0	1	1	1	1	0	0	1	1	0	
Slin_CCMP2456.gene20253.mRNA1	1	0	1	0	0	3	0	0	0	0	
Slin_CCMP2456.gene20254.mRNA1	0	0	1	0	1	2	2	3	0	1	
Slin_CCMP2456.gene20256.mRNA1	3	1	2	1	1	0	0	2	3	0	
Slin_CCMP2456.gene20260.mRNA1	4	6	7	4	1	6	3	7	3	2	
Slin_CCMP2456.gene20261.mRNA1	2	7	2	4	6	0	1	6	1	6	
Slin_CCMP2456.gene20266.mRNA1	1	1	3	1	0	1	0	3	0	3	
Slin_CCMP2456.gene20270.mRNA1	0	0	1	0	0	0	0	0	1	0	
Slin_CCMP2456.gene20272.mRNA1	3	6	6	0	8	8	1	6	2	5	
Slin_CCMP2456.gene20273.mRNA1	0	0	0	0	0	0	0	0	1	0	
Slin_CCMP2456.gene20279.mRNA1	1	0	0	0	3	1	1	2	0	2	
Slin_CCMP2456.gene20280.mRNA1	5	10	3	0	3	4	1	6	1	3	
Slin_CCMP2456.gene20281.mRNA1	3	10	7	5	3	3	1	8	6	8	
Slin_CCMP2456.gene20282.mRNA1	15	21	11	9	13	21	14	19	14	24	
Slin_CCMP2456.gene20284.mRNA1	0	1	1	0	1	1	1	0	1	1	
Slin_CCMP2456.gene20285.mRNA1	0	0	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene20286.mRNA1	3	2	0	4	1	4	2	6	3	2	
Slin_CCMP2456.gene20288.mRNA1	0	0	0	1	0	1	0	0	0	0	
Slin_CCMP2456.gene20289.mRNA1	4	10	2	3	9	12	5	6	7	8	
Slin_CCMP2456.gene20290.mRNA1	10	20	22	5	6	14	2	11	10	16	
Slin_CCMP2456.gene20297.mRNA1	1	3	1	0	1	2	2	1	0	0	
Slin_CCMP2456.gene20298.mRNA1	7	21	22	12	21	13	16	17	17	22	
Slin_CCMP2456.gene20299.mRNA1	3	2	2	0	0	3	0	0	2	2	
Slin_CCMP2456.gene203.mRNA1	2	0	1	1	1	1	0	0	1	5	
Slin_CCMP2456.gene20303.mRNA1	0	1	1	0	3	0	0	0	4	1	
Slin_CCMP2456.gene20306.mRNA1	0	0	1	0	2	0	1	0	0	0	
Slin_CCMP2456.gene20309.mRNA1	1	2	2	0	1	2	1	0	1	4	
Slin_CCMP2456.gene2031.mRNA1	0	2	3	1	1	2	6	1	1	2	
Slin_CCMP2456.gene20310.mRNA1	0	0	0	0	1	0	0	0	0	0	
Slin_CCMP2456.gene20311.mRNA1	0	0	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene20312.mRNA1	6	7	3	6	7	2	3	3	4	5	
Slin_CCMP2456.gene20315.mRNA1	0	0	0	1	0	1	0	2	1	1	
Slin_CCMP2456.gene20317.mRNA1	0	0	0	1	0	1	0	2	0	0	
Slin_CCMP2456.gene20318.mRNA1	0	0	0	0	0	0	0	0	0	1	
Slin_CCMP2456.gene2032.mRNA1	4	0	0	3	0	7	1	2	2	1	
Slin_CCMP2456.gene20320.mRNA1	0	0	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene20321.mRNA1	0	1	0	0	0	6	0	0	1	0	
Slin_CCMP2456.gene20322.mRNA1	0	1	0	0	0	1	0	0	0	1	
Slin_CCMP2456.gene20323.mRNA1	2	1	0	0	0	0	0	0	0	1	
Slin_CCMP2456.gene20330.mRNA1	6	13	7	5	8	5	6	11	4	11	
Slin_CCMP2456.gene20331.mRNA1	0	2	1	0	0	2	1	1	2	1	
Slin_CCMP2456.gene20332.mRNA1	0	0	0	2	0	0	0	0	0	0	
Slin_CCMP2456.gene20333.mRNA1	0	1	0	1	0	0	0	0	0	1	
Slin_CCMP2456.gene20334.mRNA1	0	0	1	0	0	1	0	0	0	0	
Slin_CCMP2456.gene20342.mRNA1	0	0	0	0	0	1	1	0	0	0	
Slin_CCMP2456.gene20345.mRNA1	0	0	0	1	0	0	0	0	0	0	
Slin_CCMP2456.gene20348.mRNA1	0	1	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene2035.mRNA1	6	10	8	5	5	4	7	11	2	9	
Slin_CCMP2456.gene20351.mRNA1	0	0	0	1	1	0	1	1	2	1	
Slin_CCMP2456.gene20355.mRNA1	18	27	22	16	20	25	24	30	16	32	
Slin_CCMP2456.gene20357.mRNA1	0	1	1	1	1	0	1	0	0	2	
Slin_CCMP2456.gene2036.mRNA1	1	4	3	2	4	3	4	2	2	3	
Slin_CCMP2456.gene20362.mRNA1	2	1	2	1	0	2	0	1	2	3	
Slin_CCMP2456.gene20363.mRNA1	13	14	6	3	5	13	4	18	7	12	
Slin_CCMP2456.gene20365.mRNA1	1	3	2	3	3	4	3	10	2	7	
Slin_CCMP2456.gene20367.mRNA1	6	10	8	4	5	6	1	4	2	6	
Slin_CCMP2456.gene20368.mRNA1	6	9	13	9	4	13	7	16	2	12	
Slin_CCMP2456.gene2037.mRNA1	8	11	0	1	4	9	4	8	6	9	
Slin_CCMP2456.gene20370.mRNA1	4	7	6	3	1	2	3	4	2	1	
Slin_CCMP2456.gene20376.mRNA1	18	31	28	14	12	31	17	25	25	34	
Slin_CCMP2456.gene20377.mRNA1	1	1	2	0	1	3	0	2	0	3	
Slin_CCMP2456.gene20378.mRNA1	1	1	0	1	0	1	0	0	0	0	
Slin_CCMP2456.gene2038.mRNA1	1	3	2	3	2	6	1	1	4	5	
Slin_CCMP2456.gene20380.mRNA1	0	0	0	1	0	0	0	0	0	1	
Slin_CCMP2456.gene20381.mRNA1	5	2	4	5	2	4	4	10	6	3	
Slin_CCMP2456.gene20382.mRNA1	9	9	9	8	6	15	6	14	8	18	
Slin_CCMP2456.gene20383.mRNA1	3	6	2	5	1	5	6	4	2	4	
Slin_CCMP2456.gene20384.mRNA1	1	0	1	1	0	1	0	1	1	0	
Slin_CCMP2456.gene20385.mRNA1	0	0	1	1	0	1	0	2	0	1	
Slin_CCMP2456.gene20391.mRNA1	0	0	0	1	0	0	0	0	0	0	
Slin_CCMP2456.gene20394.mRNA1	0	0	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene20396.mRNA1	0	2	1	2	1	1	1	0	1	1	
Slin_CCMP2456.gene204.mRNA1	1	0	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene2040.mRNA1	0	0	0	1	0	0	0	0	0	1	
Slin_CCMP2456.gene20400.mRNA1	6	0	5	1	3	8	4	5	2	3	
Slin_CCMP2456.gene20402.mRNA1	5	8	3	1	0	3	1	7	2	0	
Slin_CCMP2456.gene20403.mRNA1	4	9	10	1	3	5	8	11	2	3	
Slin_CCMP2456.gene20404.mRNA1	2	0	2	1	2	1	2	2	0	0	
Slin_CCMP2456.gene20405.mRNA1	0	0	3	0	1	3	3	2	0	0	
Slin_CCMP2456.gene20407.mRNA1	0	0	1	1	1	2	2	2	1	2	
Slin_CCMP2456.gene20408.mRNA1	1	1	0	0	1	1	0	1	0	1	
Slin_CCMP2456.gene20409.mRNA1	8	16	11	9	13	18	14	24	5	13	
Slin_CCMP2456.gene2041.mRNA1	4	1	3	1	0	2	0	2	0	3	
Slin_CCMP2456.gene20413.mRNA1	0	0	1	0	0	0	1	0	1	0	
Slin_CCMP2456.gene20415.mRNA1	4	1	7	2	0	1	1	5	4	1	
Slin_CCMP2456.gene20419.mRNA1	1	1	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene20420.mRNA1	1	4	1	1	2	3	0	0	1	3	
Slin_CCMP2456.gene20425.mRNA1	1	0	0	0	0	0	1	3	0	0	
Slin_CCMP2456.gene20427.mRNA1	2	1	2	0	0	0	0	2	0	0	
Slin_CCMP2456.gene20428.mRNA1	4	5	9	1	4	6	4	5	1	2	
Slin_CCMP2456.gene20429.mRNA1	6	6	0	4	0	3	4	9	3	0	
Slin_CCMP2456.gene2043.mRNA1	2	3	0	0	1	5	2	3	1	2	
Slin_CCMP2456.gene2044.mRNA1	0	0	0	0	0	0	1	0	0	0	
Slin_CCMP2456.gene20440.mRNA1	0	0	0	0	1	0	0	0	0	1	
Slin_CCMP2456.gene20444.mRNA1	0	2	0	0	0	1	0	1	0	2	
Slin_CCMP2456.gene20449.mRNA1	1	4	5	1	0	4	2	2	0	5	
Slin_CCMP2456.gene2045.mRNA1	1	0	0	1	1	0	1	1	0	0	
Slin_CCMP2456.gene20453.mRNA1	0	1	0	1	0	0	0	0	0	0	
Slin_CCMP2456.gene2046.mRNA1	9	5	6	2	3	1	1	7	2	1	
Slin_CCMP2456.gene20460.mRNA1	0	1	1	0	1	1	0	0	1	3	
Slin_CCMP2456.gene20461.mRNA1	0	1	1	0	1	0	2	0	0	0	
Slin_CCMP2456.gene20464.mRNA1	11	10	11	5	5	7	5	18	3	14	
Slin_CCMP2456.gene2047.mRNA1	6	13	10	5	7	8	5	12	9	11	
Slin_CCMP2456.gene20471.mRNA1	3	1	0	1	1	0	1	1	0	3	
Slin_CCMP2456.gene20473.mRNA1	0	0	0	0	0	1	0	1	0	0	
Slin_CCMP2456.gene20474.mRNA1	1	1	0	0	1	0	0	1	2	0	
Slin_CCMP2456.gene20477.mRNA1	0	0	0	0	0	0	0	0	0	1	
Slin_CCMP2456.gene2048.mRNA1	0	1	2	0	1	3	1	0	2	3	
Slin_CCMP2456.gene20480.mRNA1	0	0	1	1	1	6	2	3	2	3	
Slin_CCMP2456.gene20485.mRNA1	1	4	3	0	1	1	4	4	1	2	
Slin_CCMP2456.gene20489.mRNA1	1	1	1	1	0	2	0	1	3	3	
Slin_CCMP2456.gene2049.mRNA1	1	0	0	1	0	1	0	1	1	1	
Slin_CCMP2456.gene20490.mRNA1	0	1	0	0	0	0	0	2	1	1	
Slin_CCMP2456.gene2050.mRNA1	1	8	10	4	7	6	4	9	3	5	
Slin_CCMP2456.gene20502.mRNA1	1	1	3	0	1	0	1	2	1	1	
Slin_CCMP2456.gene20504.mRNA1	1	0	1	1	0	3	0	0	0	0	
Slin_CCMP2456.gene20505.mRNA1	0	0	1	0	0	0	0	0	0	0	
Slin_CCMP2456.gene20508.mRNA1	0	0	1	0	0	0	0	0	0	0	
Slin_CCMP2456.gene20514.mRNA1	0	0	0	0	0	0	1	1	0	0	
Slin_CCMP2456.gene20518.mRNA1	0	0	2	0	0	0	0	0	0	0	
Slin_CCMP2456.gene2052.mRNA1	1	6	1	2	1	3	3	5	2	1	
Slin_CCMP2456.gene20521.mRNA1	2	1	1	0	0	0	1	1	2	1	
Slin_CCMP2456.gene20525.mRNA1	0	2	0	0	1	3	0	0	0	0	
Slin_CCMP2456.gene20526.mRNA1	1	2	1	0	0	2	0	0	0	1	
Slin_CCMP2456.gene20528.mRNA1	60	106	83	63	60	63	68	93	49	80	
Slin_CCMP2456.gene20529.mRNA1	0	0	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene20531.mRNA1	1	1	1	0	0	1	0	1	0	0	
Slin_CCMP2456.gene20536.mRNA1	3	0	2	0	1	1	1	1	1	0	
Slin_CCMP2456.gene20540.mRNA1	0	2	0	2	0	2	1	0	0	1	
Slin_CCMP2456.gene20547.mRNA1	0	3	2	1	2	2	1	0	0	4	
Slin_CCMP2456.gene2055.mRNA1	1	0	0	1	0	2	0	5	2	0	
Slin_CCMP2456.gene20557.mRNA1	0	0	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene2056.mRNA1	4	11	1	2	2	6	3	7	3	6	
Slin_CCMP2456.gene20560.mRNA1	0	0	0	0	0	0	0	0	0	1	
Slin_CCMP2456.gene20568.mRNA1	0	0	0	0	0	1	0	1	0	0	
Slin_CCMP2456.gene2057.mRNA1	3	4	4	2	1	5	1	8	2	2	
Slin_CCMP2456.gene20571.mRNA1	3	1	2	0	2	1	0	4	0	0	
Slin_CCMP2456.gene20572.mRNA1	1	0	1	0	1	1	2	1	1	0	
Slin_CCMP2456.gene20573.mRNA1	1	5	3	0	5	5	1	6	0	0	
Slin_CCMP2456.gene20575.mRNA1	1	0	0	0	0	0	0	0	0	1	
Slin_CCMP2456.gene20576.mRNA1	0	0	0	2	0	0	0	0	0	0	
Slin_CCMP2456.gene20577.mRNA1	0	0	0	0	0	0	0	0	0	1	
Slin_CCMP2456.gene20579.mRNA1	5	4	4	2	3	4	2	2	2	5	
Slin_CCMP2456.gene20580.mRNA1	6	10	3	1	8	6	2	7	6	5	
Slin_CCMP2456.gene20581.mRNA1	2	14	11	5	5	8	1	9	8	8	
Slin_CCMP2456.gene20582.mRNA1	0	0	1	0	0	1	0	0	2	0	
Slin_CCMP2456.gene20583.mRNA1	0	0	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene20584.mRNA1	4	9	9	4	3	13	3	13	4	7	
Slin_CCMP2456.gene20585.mRNA1	0	0	0	0	0	0	0	0	0	1	
Slin_CCMP2456.gene20586.mRNA1	2	3	7	3	0	5	3	3	1	7	
Slin_CCMP2456.gene20589.mRNA1	4	1	0	2	1	0	1	5	2	3	
Slin_CCMP2456.gene2059.mRNA1	0	1	0	1	0	1	0	0	1	1	
Slin_CCMP2456.gene20590.mRNA1	0	0	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene20593.mRNA1	0	5	0	0	1	0	1	3	2	1	
Slin_CCMP2456.gene20594.mRNA1	0	3	1	1	0	1	0	1	1	1	
Slin_CCMP2456.gene20595.mRNA1	1	5	2	1	1	1	3	0	3	1	
Slin_CCMP2456.gene20598.mRNA1	3	10	4	2	3	1	5	3	5	3	
Slin_CCMP2456.gene2060.mRNA1	0	4	1	2	0	0	2	0	1	3	
Slin_CCMP2456.gene20600.mRNA1	0	1	0	0	1	0	1	1	1	0	
Slin_CCMP2456.gene20601.mRNA1	11	12	8	7	8	15	11	24	7	10	
Slin_CCMP2456.gene20603.mRNA1	2	3	1	1	3	3	0	0	4	4	
Slin_CCMP2456.gene20604.mRNA1	0	4	4	4	0	2	0	1	1	2	
Slin_CCMP2456.gene20607.mRNA1	4	4	4	1	10	1	3	7	3	3	
Slin_CCMP2456.gene20609.mRNA1	2	6	5	0	8	4	3	4	5	2	
Slin_CCMP2456.gene2061.mRNA1	103	242	163	92	129	214	133	208	109	155	
Slin_CCMP2456.gene20610.mRNA1	0	1	3	1	1	2	1	4	0	2	
Slin_CCMP2456.gene20617.mRNA1	8	10	6	1	4	9	8	16	9	5	
Slin_CCMP2456.gene20625.mRNA1	1	5	3	2	3	7	3	1	3	7	
Slin_CCMP2456.gene20626.mRNA1	16	38	25	12	15	40	20	37	18	22	
Slin_CCMP2456.gene20627.mRNA1	0	1	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene20629.mRNA1	6	3	7	2	3	5	1	2	3	0	
Slin_CCMP2456.gene2063.mRNA1	0	0	0	0	0	0	0	0	0	1	
Slin_CCMP2456.gene20631.mRNA1	8	11	9	4	6	8	7	13	7	6	
Slin_CCMP2456.gene20633.mRNA1	0	1	1	0	2	1	0	1	0	1	
Slin_CCMP2456.gene20634.mRNA1	3	3	0	1	1	5	2	3	7	2	
Slin_CCMP2456.gene20635.mRNA1	1	4	2	2	2	4	0	0	3	0	
Slin_CCMP2456.gene20638.mRNA1	0	2	2	2	2	0	1	1	1	2	
Slin_CCMP2456.gene20639.mRNA1	27	21	29	14	13	21	13	21	11	10	
Slin_CCMP2456.gene2064.mRNA1	0	0	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene20640.mRNA1	3	3	3	2	4	6	3	2	1	2	
Slin_CCMP2456.gene20641.mRNA1	0	1	0	0	0	0	0	1	1	0	
Slin_CCMP2456.gene20642.mRNA1	4	6	2	3	3	1	4	6	2	7	
Slin_CCMP2456.gene20643.mRNA1	1	0	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene20644.mRNA1	107	184	137	91	108	168	92	172	103	115	
Slin_CCMP2456.gene20648.mRNA1	0	0	0	0	0	0	0	0	0	1	
Slin_CCMP2456.gene20650.mRNA1	0	1	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene20652.mRNA1	7	5	4	4	3	4	7	5	6	5	
Slin_CCMP2456.gene20653.mRNA1	4	7	5	5	3	3	3	8	3	5	
Slin_CCMP2456.gene20657.mRNA1	4	4	3	3	2	1	2	1	2	0	
Slin_CCMP2456.gene20658.mRNA1	0	0	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene20659.mRNA1	1	3	3	1	2	4	1	2	2	1	
Slin_CCMP2456.gene2066.mRNA1	13	25	26	8	8	31	14	23	16	16	
Slin_CCMP2456.gene20660.mRNA1	0	0	2	1	0	0	0	1	0	0	
Slin_CCMP2456.gene20661.mRNA1	1	0	0	0	0	0	1	0	1	0	
Slin_CCMP2456.gene20667.mRNA1	5	1	1	1	1	0	0	2	0	1	
Slin_CCMP2456.gene20669.mRNA1	0	0	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene2067.mRNA1	7	19	8	11	3	17	8	11	4	9	
Slin_CCMP2456.gene20670.mRNA1	0	0	1	1	0	1	1	0	1	0	
Slin_CCMP2456.gene20671.mRNA1	0	1	1	0	3	1	1	2	0	1	
Slin_CCMP2456.gene20672.mRNA1	3	2	2	4	2	0	1	0	1	5	
Slin_CCMP2456.gene20673.mRNA1	0	0	1	0	0	0	0	0	0	0	
Slin_CCMP2456.gene20677.mRNA1	0	1	0	0	0	0	0	1	0	1	
Slin_CCMP2456.gene20678.mRNA1	2	0	0	0	0	0	0	2	1	0	
Slin_CCMP2456.gene2068.mRNA1	1	0	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene20686.mRNA1	0	4	1	3	0	0	0	0	1	0	
Slin_CCMP2456.gene20688.mRNA1	3	5	5	2	3	5	2	4	3	1	
Slin_CCMP2456.gene2069.mRNA1	0	0	2	0	0	0	0	0	0	0	
Slin_CCMP2456.gene20690.mRNA1	0	0	0	0	0	0	1	0	0	0	
Slin_CCMP2456.gene20691.mRNA1	0	0	0	0	1	0	0	0	2	0	
Slin_CCMP2456.gene20692.mRNA1	2	10	5	2	4	5	10	8	2	5	
Slin_CCMP2456.gene20697.mRNA1	2	3	2	1	1	4	0	2	0	1	
Slin_CCMP2456.gene20698.mRNA1	0	0	0	0	0	0	0	0	0	1	
Slin_CCMP2456.gene207.mRNA1	3	3	7	1	3	4	1	4	3	3	
Slin_CCMP2456.gene20704.mRNA1	0	1	0	0	0	0	1	0	0	1	
Slin_CCMP2456.gene20707.mRNA1	2	7	1	1	1	3	2	5	1	3	
Slin_CCMP2456.gene20710.mRNA1	0	3	0	0	1	1	0	0	0	0	
Slin_CCMP2456.gene20711.mRNA1	0	5	3	1	3	5	1	2	1	3	
Slin_CCMP2456.gene20715.mRNA1	0	0	0	0	0	0	0	2	0	0	
Slin_CCMP2456.gene20717.mRNA1	0	0	0	1	0	0	0	0	0	1	
