	S1F.fastq.trim.sam.counts	S1S.fastq.trim.sam.counts	S2F.fastq.trim.sam.counts	S2S.fastq.trim.sam.counts	S3F.fastq.trim.sam.counts	S3S.fastq.trim.sam.counts	S4F.fastq.trim.sam.counts	S4S.fastq.trim.sam.counts	S5F.fastq.trim.sam.counts	S5S.fastq.trim.sam.counts	
Slin_CCMP2456.gene3939.mRNA1	13	24	21	9	7	13	12	23	9	9	
Slin_CCMP2456.gene394.mRNA1	13	11	10	3	7	9	8	11	5	8	
Slin_CCMP2456.gene3941.mRNA1	8	15	17	9	11	12	9	17	7	8	
Slin_CCMP2456.gene3942.mRNA1	4	1	5	2	2	5	3	2	1	2	
Slin_CCMP2456.gene3944.mRNA1	5	10	7	4	5	9	6	8	2	3	
Slin_CCMP2456.gene3945.mRNA1	2	3	2	3	1	2	2	0	1	0	
Slin_CCMP2456.gene3946.mRNA1	0	0	1	1	0	2	0	0	0	0	
Slin_CCMP2456.gene3947.mRNA1	2	5	0	2	4	9	5	5	4	3	
Slin_CCMP2456.gene3948.mRNA1	8	5	5	2	3	8	1	1	3	9	
Slin_CCMP2456.gene395.mRNA1	4	2	3	3	1	0	1	3	3	4	
Slin_CCMP2456.gene3950.mRNA1	0	0	0	0	0	0	2	0	0	1	
Slin_CCMP2456.gene3951.mRNA1	4	11	10	6	5	4	8	4	7	6	
Slin_CCMP2456.gene3953.mRNA1	0	0	0	0	2	2	1	1	0	0	
Slin_CCMP2456.gene3956.mRNA1	2	6	6	3	3	6	2	3	2	6	
Slin_CCMP2456.gene3957.mRNA1	2	9	4	1	6	3	4	6	1	5	
Slin_CCMP2456.gene3958.mRNA1	4	7	6	1	2	9	8	12	7	8	
Slin_CCMP2456.gene396.mRNA1	5	7	2	3	2	15	3	15	2	5	
Slin_CCMP2456.gene3960.mRNA1	0	3	1	1	0	0	1	0	0	0	
Slin_CCMP2456.gene3962.mRNA1	2	3	1	1	3	2	3	1	1	3	
Slin_CCMP2456.gene3964.mRNA1	0	0	0	1	0	0	0	0	0	0	
Slin_CCMP2456.gene3965.mRNA1	2	2	0	4	0	0	1	0	0	2	
Slin_CCMP2456.gene3966.mRNA1	2	1	0	0	0	1	0	3	0	0	
Slin_CCMP2456.gene3967.mRNA1	5	6	5	3	3	6	0	7	2	4	
Slin_CCMP2456.gene3968.mRNA1	0	0	1	0	0	0	1	0	0	0	
Slin_CCMP2456.gene397.mRNA1	7	11	10	4	6	6	5	11	3	12	
Slin_CCMP2456.gene3971.mRNA1	0	0	2	0	0	1	0	5	1	1	
Slin_CCMP2456.gene3977.mRNA1	0	0	4	0	0	1	0	0	0	1	
Slin_CCMP2456.gene398.mRNA1	16	23	15	11	15	29	15	27	14	21	
Slin_CCMP2456.gene3980.mRNA1	0	0	0	0	1	0	0	0	0	0	
Slin_CCMP2456.gene3982.mRNA1	0	0	0	0	0	0	1	4	0	1	
Slin_CCMP2456.gene3983.mRNA1	1	0	1	0	0	0	0	0	0	0	
Slin_CCMP2456.gene3987.mRNA1	8	15	9	8	8	6	6	16	9	6	
Slin_CCMP2456.gene3989.mRNA1	4	3	3	4	1	2	0	4	4	4	
Slin_CCMP2456.gene399.mRNA1	0	2	2	1	1	1	1	3	3	1	
Slin_CCMP2456.gene3990.mRNA1	27	23	18	5	13	26	23	13	15	21	
Slin_CCMP2456.gene3991.mRNA1	1	4	2	6	2	2	1	4	5	0	
Slin_CCMP2456.gene3992.mRNA1	0	1	0	0	2	0	3	0	0	0	
Slin_CCMP2456.gene3994.mRNA1	0	0	0	1	0	0	0	2	0	0	
Slin_CCMP2456.gene3996.mRNA1	2	10	6	4	4	4	2	6	6	3	
Slin_CCMP2456.gene3997.mRNA1	0	0	0	0	0	0	1	0	0	0	
Slin_CCMP2456.gene3998.mRNA1	1	8	3	3	3	4	1	2	1	1	
Slin_CCMP2456.gene40.mRNA1	0	1	0	1	1	0	0	0	2	0	
Slin_CCMP2456.gene400.mRNA1	11	19	13	8	6	14	5	12	6	8	
Slin_CCMP2456.gene4000.mRNA1	3	4	3	0	1	9	2	4	2	0	
Slin_CCMP2456.gene4001.mRNA1	1	0	0	1	0	0	1	0	0	0	
Slin_CCMP2456.gene4003.mRNA1	1	0	0	1	2	2	1	0	0	0	
Slin_CCMP2456.gene401.mRNA1	0	1	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene4015.mRNA1	0	0	1	0	0	0	0	0	0	0	
Slin_CCMP2456.gene4016.mRNA1	0	1	0	0	0	0	0	2	1	0	
Slin_CCMP2456.gene4017.mRNA1	0	0	0	1	0	0	0	0	0	0	
Slin_CCMP2456.gene4018.mRNA1	0	0	1	0	0	0	0	0	0	0	
Slin_CCMP2456.gene4019.mRNA1	1	0	1	0	0	0	1	1	0	1	
Slin_CCMP2456.gene402.mRNA1	2	6	5	3	7	6	4	10	4	6	
Slin_CCMP2456.gene4020.mRNA1	0	0	0	0	0	0	0	0	0	1	
Slin_CCMP2456.gene4021.mRNA1	0	1	1	0	1	0	0	1	1	0	
Slin_CCMP2456.gene4022.mRNA1	10	7	6	5	8	3	4	4	2	2	
Slin_CCMP2456.gene4023.mRNA1	0	0	0	0	1	0	0	0	0	1	
Slin_CCMP2456.gene4025.mRNA1	1	0	1	0	0	3	1	2	2	0	
Slin_CCMP2456.gene4028.mRNA1	1	1	4	0	3	3	2	1	0	5	
Slin_CCMP2456.gene4029.mRNA1	0	0	0	0	0	0	0	1	0	1	
Slin_CCMP2456.gene403.mRNA1	10	5	6	3	9	7	6	12	1	4	
Slin_CCMP2456.gene4030.mRNA1	1	0	0	1	1	0	0	0	0	0	
Slin_CCMP2456.gene4031.mRNA1	0	6	3	0	1	5	1	9	0	2	
Slin_CCMP2456.gene4032.mRNA1	1	5	2	2	0	2	3	6	3	2	
Slin_CCMP2456.gene4034.mRNA1	1	4	2	2	7	7	1	4	1	1	
Slin_CCMP2456.gene4036.mRNA1	0	0	0	1	0	0	0	2	0	0	
Slin_CCMP2456.gene4037.mRNA1	0	0	1	0	2	1	0	0	0	0	
Slin_CCMP2456.gene4038.mRNA1	0	0	2	1	0	0	0	1	1	0	
Slin_CCMP2456.gene4041.mRNA1	1	0	0	0	0	0	0	1	1	2	
Slin_CCMP2456.gene4046.mRNA1	0	0	0	0	0	0	0	0	0	1	
Slin_CCMP2456.gene4048.mRNA1	1	4	3	1	0	2	0	2	2	1	
Slin_CCMP2456.gene4049.mRNA1	0	0	0	0	1	0	0	0	0	0	
Slin_CCMP2456.gene4050.mRNA1	0	1	0	0	0	0	1	0	0	0	
Slin_CCMP2456.gene4051.mRNA1	1	3	2	0	0	0	3	0	0	0	
Slin_CCMP2456.gene4052.mRNA1	1	0	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene4053.mRNA1	0	0	0	0	0	0	0	0	0	1	
Slin_CCMP2456.gene4055.mRNA1	1	1	1	0	0	0	0	1	0	0	
Slin_CCMP2456.gene4056.mRNA1	7	8	7	9	6	7	7	13	5	10	
Slin_CCMP2456.gene4057.mRNA1	0	1	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene406.mRNA1	4	9	7	2	2	2	1	6	3	4	
Slin_CCMP2456.gene4060.mRNA1	3	1	2	2	1	4	0	1	0	0	
Slin_CCMP2456.gene4062.mRNA1	1	0	0	1	0	0	0	0	0	0	
Slin_CCMP2456.gene4063.mRNA1	0	1	1	0	0	0	0	1	0	0	
Slin_CCMP2456.gene4064.mRNA1	0	2	1	0	0	2	1	0	0	0	
Slin_CCMP2456.gene4065.mRNA1	0	0	1	0	1	0	0	0	1	0	
Slin_CCMP2456.gene4066.mRNA1	1	1	0	1	1	0	0	0	0	0	
Slin_CCMP2456.gene4067.mRNA1	0	3	6	3	0	0	6	4	1	1	
Slin_CCMP2456.gene4068.mRNA1	3	6	5	1	7	10	3	6	4	3	
Slin_CCMP2456.gene4069.mRNA1	2	6	2	0	2	2	1	7	2	1	
Slin_CCMP2456.gene4071.mRNA1	4	7	3	1	2	2	1	2	4	2	
Slin_CCMP2456.gene4072.mRNA1	0	1	1	0	0	1	0	1	0	0	
Slin_CCMP2456.gene4073.mRNA1	7	15	11	4	10	8	8	10	5	4	
Slin_CCMP2456.gene4074.mRNA1	2	5	1	1	1	2	0	3	0	1	
Slin_CCMP2456.gene4080.mRNA1	0	0	0	0	0	2	0	1	0	0	
Slin_CCMP2456.gene4081.mRNA1	1	0	0	0	0	0	1	0	0	0	
Slin_CCMP2456.gene4087.mRNA1	2	0	2	0	1	3	0	1	0	1	
Slin_CCMP2456.gene4089.mRNA1	0	1	0	0	1	0	0	0	0	1	
Slin_CCMP2456.gene4090.mRNA1	2	1	0	0	2	0	0	2	0	0	
Slin_CCMP2456.gene4092.mRNA1	1	1	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene4094.mRNA1	1	0	4	0	0	3	0	2	0	1	
Slin_CCMP2456.gene4095.mRNA1	0	0	0	0	0	0	1	1	0	0	
Slin_CCMP2456.gene4097.mRNA1	2	1	1	1	0	2	1	0	2	1	
Slin_CCMP2456.gene4098.mRNA1	0	1	2	0	1	1	0	0	1	2	
Slin_CCMP2456.gene4099.mRNA1	2	6	4	0	2	2	2	5	2	3	
Slin_CCMP2456.gene4100.mRNA1	5	5	6	0	3	4	1	4	0	3	
Slin_CCMP2456.gene4102.mRNA1	0	0	1	0	1	0	3	2	0	0	
Slin_CCMP2456.gene4105.mRNA1	0	1	1	1	0	0	2	0	1	2	
Slin_CCMP2456.gene4107.mRNA1	5	9	6	4	9	5	4	9	10	4	
Slin_CCMP2456.gene4110.mRNA1	0	0	1	1	0	0	0	0	0	0	
Slin_CCMP2456.gene4113.mRNA1	1	3	1	0	0	1	2	3	2	1	
Slin_CCMP2456.gene4114.mRNA1	6	13	10	3	5	13	5	16	7	8	
Slin_CCMP2456.gene4115.mRNA1	0	0	0	1	0	0	0	0	0	0	
Slin_CCMP2456.gene4116.mRNA1	23	48	35	14	22	41	21	43	26	56	
Slin_CCMP2456.gene4117.mRNA1	1	0	0	2	1	0	0	0	0	1	
Slin_CCMP2456.gene4118.mRNA1	0	1	0	2	0	0	1	0	2	1	
Slin_CCMP2456.gene4120.mRNA1	0	2	1	1	1	1	1	3	1	0	
Slin_CCMP2456.gene4126.mRNA1	0	0	1	1	0	0	0	0	0	0	
Slin_CCMP2456.gene4128.mRNA1	1	1	0	0	0	2	0	1	0	3	
Slin_CCMP2456.gene4129.mRNA1	9	14	6	10	4	14	2	14	11	8	
Slin_CCMP2456.gene413.mRNA1	0	0	0	0	1	0	0	0	0	2	
Slin_CCMP2456.gene4130.mRNA1	0	1	1	0	0	2	1	1	1	0	
Slin_CCMP2456.gene4131.mRNA1	3	0	1	0	0	1	0	0	0	0	
Slin_CCMP2456.gene4137.mRNA1	1	0	1	0	1	0	1	0	0	0	
Slin_CCMP2456.gene4140.mRNA1	0	1	0	0	0	0	0	0	0	3	
Slin_CCMP2456.gene4156.mRNA1	0	0	0	1	0	0	0	0	0	0	
Slin_CCMP2456.gene4159.mRNA1	1	4	5	2	1	8	2	5	1	9	
Slin_CCMP2456.gene416.mRNA1	1	5	5	2	2	3	2	3	0	1	
Slin_CCMP2456.gene4160.mRNA1	1	0	3	0	1	2	2	1	3	1	
Slin_CCMP2456.gene4161.mRNA1	1	0	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene4162.mRNA1	2	3	1	0	2	2	0	3	3	1	
Slin_CCMP2456.gene4163.mRNA1	3	3	10	2	1	5	0	3	4	3	
Slin_CCMP2456.gene4165.mRNA1	0	0	0	0	0	1	0	1	0	0	
Slin_CCMP2456.gene4166.mRNA1	1	2	2	3	0	4	0	4	5	5	
Slin_CCMP2456.gene4167.mRNA1	6	6	5	1	1	5	2	6	2	4	
Slin_CCMP2456.gene4168.mRNA1	4	5	6	1	2	4	0	7	2	1	
Slin_CCMP2456.gene4169.mRNA1	3	1	0	0	1	0	1	0	1	2	
Slin_CCMP2456.gene417.mRNA1	0	1	0	0	2	1	0	2	1	0	
Slin_CCMP2456.gene4170.mRNA1	3	4	2	2	3	2	2	3	1	3	
Slin_CCMP2456.gene4172.mRNA1	3	2	4	2	2	4	3	4	5	2	
Slin_CCMP2456.gene4174.mRNA1	0	1	4	1	3	0	3	1	1	0	
Slin_CCMP2456.gene4179.mRNA1	0	2	0	0	0	1	0	1	1	0	
Slin_CCMP2456.gene4181.mRNA1	80	102	104	48	72	102	56	104	54	81	
Slin_CCMP2456.gene4182.mRNA1	0	0	0	0	0	0	1	0	0	0	
Slin_CCMP2456.gene4183.mRNA1	0	0	2	0	0	1	0	0	0	0	
Slin_CCMP2456.gene4185.mRNA1	1	1	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene4187.mRNA1	1	0	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene4188.mRNA1	9	19	15	9	8	24	11	16	13	15	
Slin_CCMP2456.gene419.mRNA1	1	2	1	0	0	0	2	1	1	1	
Slin_CCMP2456.gene4190.mRNA1	4	4	3	2	3	5	0	1	3	3	
Slin_CCMP2456.gene4191.mRNA1	0	2	3	1	2	3	0	1	4	1	
Slin_CCMP2456.gene4195.mRNA1	15	23	17	11	19	24	13	28	16	10	
Slin_CCMP2456.gene4199.mRNA1	0	0	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene42.mRNA1	0	1	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene4200.mRNA1	0	0	2	0	1	1	0	1	0	0	
Slin_CCMP2456.gene4201.mRNA1	1	1	3	0	0	1	1	0	1	1	
Slin_CCMP2456.gene4205.mRNA1	0	0	0	0	0	1	1	0	0	0	
Slin_CCMP2456.gene4207.mRNA1	0	1	0	0	0	2	1	0	0	1	
Slin_CCMP2456.gene4208.mRNA1	1	1	1	2	2	3	0	0	0	0	
Slin_CCMP2456.gene4209.mRNA1	0	0	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene4212.mRNA1	1	2	3	0	0	3	1	3	1	2	
Slin_CCMP2456.gene4216.mRNA1	8	4	5	5	4	7	5	7	5	4	
Slin_CCMP2456.gene4218.mRNA1	2	5	0	0	1	5	1	5	0	6	
Slin_CCMP2456.gene4219.mRNA1	6	11	8	8	5	8	7	11	4	5	
Slin_CCMP2456.gene4220.mRNA1	2	4	2	2	1	2	1	0	0	3	
Slin_CCMP2456.gene4221.mRNA1	1	3	1	0	1	4	1	3	0	2	
Slin_CCMP2456.gene4226.mRNA1	0	2	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene4227.mRNA1	2	0	1	3	2	0	0	0	2	0	
Slin_CCMP2456.gene423.mRNA1	1	2	0	0	1	0	0	0	0	0	
Slin_CCMP2456.gene4235.mRNA1	0	0	0	0	1	0	0	0	0	0	
Slin_CCMP2456.gene4237.mRNA1	0	1	0	0	0	1	1	2	1	1	
Slin_CCMP2456.gene4238.mRNA1	0	3	5	0	3	3	1	6	2	0	
Slin_CCMP2456.gene4240.mRNA1	0	0	1	0	1	0	0	0	0	1	
Slin_CCMP2456.gene4242.mRNA1	2	2	2	3	3	6	2	2	1	3	
Slin_CCMP2456.gene4243.mRNA1	4	5	3	1	1	2	4	3	0	2	
Slin_CCMP2456.gene4244.mRNA1	4	6	3	4	2	3	3	3	2	7	
Slin_CCMP2456.gene4245.mRNA1	1	3	0	0	3	1	3	5	1	3	
Slin_CCMP2456.gene4246.mRNA1	0	1	2	1	1	1	1	4	3	2	
Slin_CCMP2456.gene425.mRNA1	0	2	2	0	0	1	0	4	0	1	
Slin_CCMP2456.gene4251.mRNA1	2	1	1	0	0	0	0	0	0	2	
Slin_CCMP2456.gene4253.mRNA1	1	0	0	0	0	1	1	1	0	2	
Slin_CCMP2456.gene4256.mRNA1	1	1	1	2	1	0	0	2	0	1	
Slin_CCMP2456.gene4259.mRNA1	5	11	5	4	7	1	2	5	6	2	
Slin_CCMP2456.gene426.mRNA1	0	0	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene4260.mRNA1	0	5	1	0	1	2	1	4	3	3	
Slin_CCMP2456.gene4261.mRNA1	1	1	1	0	0	1	1	0	1	0	
Slin_CCMP2456.gene4262.mRNA1	3	1	3	1	6	2	2	6	1	0	
Slin_CCMP2456.gene4266.mRNA1	2	5	6	5	4	3	2	6	3	8	
Slin_CCMP2456.gene4267.mRNA1	2	2	2	2	1	1	1	2	2	0	
Slin_CCMP2456.gene4268.mRNA1	1	7	2	3	5	3	2	2	3	4	
Slin_CCMP2456.gene4269.mRNA1	6	8	6	6	5	6	5	10	5	8	
Slin_CCMP2456.gene427.mRNA1	0	1	0	1	1	2	0	0	0	1	
Slin_CCMP2456.gene4270.mRNA1	4	1	4	3	1	5	3	5	5	8	
Slin_CCMP2456.gene4272.mRNA1	1	4	0	1	1	1	3	5	2	2	
Slin_CCMP2456.gene4273.mRNA1	2	1	0	1	2	2	0	1	0	1	
Slin_CCMP2456.gene4274.mRNA1	2	5	5	1	3	4	0	3	4	7	
Slin_CCMP2456.gene4275.mRNA1	2	9	3	2	5	3	2	9	1	9	
Slin_CCMP2456.gene4276.mRNA1	3	4	3	1	2	2	2	3	2	4	
Slin_CCMP2456.gene428.mRNA1	1	0	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene4283.mRNA1	0	2	2	5	1	3	0	0	0	1	
Slin_CCMP2456.gene4284.mRNA1	0	2	1	0	0	2	1	0	0	0	
Slin_CCMP2456.gene4286.mRNA1	0	0	0	1	0	0	0	0	0	0	
Slin_CCMP2456.gene4287.mRNA1	2	4	1	1	0	0	0	0	0	2	
Slin_CCMP2456.gene429.mRNA1	3	3	3	0	2	4	2	2	2	4	
Slin_CCMP2456.gene4290.mRNA1	0	0	0	1	2	0	1	1	0	0	
Slin_CCMP2456.gene4291.mRNA1	0	0	0	0	1	0	0	1	0	0	
Slin_CCMP2456.gene4293.mRNA1	0	1	0	0	0	1	0	1	1	0	
Slin_CCMP2456.gene4294.mRNA1	0	1	1	0	2	1	0	0	0	0	
Slin_CCMP2456.gene4295.mRNA1	0	1	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene4297.mRNA1	0	2	0	1	1	0	0	2	1	2	
Slin_CCMP2456.gene430.mRNA1	1	0	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene4300.mRNA1	0	1	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene4302.mRNA1	0	1	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene4303.mRNA1	1	2	2	3	2	2	1	5	1	4	
Slin_CCMP2456.gene4305.mRNA1	0	0	1	0	1	0	0	0	0	0	
Slin_CCMP2456.gene4306.mRNA1	3	1	1	0	0	0	0	0	1	1	
Slin_CCMP2456.gene4307.mRNA1	0	0	0	0	1	0	0	1	0	0	
Slin_CCMP2456.gene4308.mRNA1	1	4	4	0	1	4	2	4	1	1	
Slin_CCMP2456.gene431.mRNA1	32	45	40	30	30	46	26	56	24	43	
Slin_CCMP2456.gene4311.mRNA1	1	3	0	3	3	0	1	4	2	1	
Slin_CCMP2456.gene4313.mRNA1	0	2	1	2	0	1	0	0	0	1	
Slin_CCMP2456.gene4316.mRNA1	0	0	0	0	1	0	0	0	0	0	
Slin_CCMP2456.gene4319.mRNA1	0	0	0	0	0	0	0	0	1	0	
Slin_CCMP2456.gene432.mRNA1	2	6	4	0	2	10	2	5	1	3	
Slin_CCMP2456.gene4323.mRNA1	2	3	4	1	2	3	3	3	3	1	
Slin_CCMP2456.gene4324.mRNA1	5	1	2	0	2	5	2	3	1	3	
Slin_CCMP2456.gene4325.mRNA1	3	9	6	3	2	7	5	15	2	8	
Slin_CCMP2456.gene4326.mRNA1	2	4	4	2	1	10	3	3	5	5	
Slin_CCMP2456.gene4327.mRNA1	1	0	2	0	0	0	1	0	0	0	
Slin_CCMP2456.gene4328.mRNA1	1	6	7	1	2	1	1	4	5	7	
Slin_CCMP2456.gene4329.mRNA1	3	2	3	1	2	6	0	4	2	0	
Slin_CCMP2456.gene4330.mRNA1	1	3	2	0	1	2	1	1	1	3	
Slin_CCMP2456.gene4331.mRNA1	1	1	3	1	2	1	1	0	0	3	
Slin_CCMP2456.gene4333.mRNA1	3	7	5	5	5	6	3	4	1	3	
Slin_CCMP2456.gene4336.mRNA1	2	2	2	3	1	4	3	3	2	1	
Slin_CCMP2456.gene4337.mRNA1	0	1	0	0	0	0	0	0	1	0	
Slin_CCMP2456.gene4338.mRNA1	0	0	0	1	0	0	0	1	0	0	
Slin_CCMP2456.gene434.mRNA1	1	7	2	1	3	2	2	2	3	5	
Slin_CCMP2456.gene4343.mRNA1	0	0	1	0	0	2	1	1	2	0	
Slin_CCMP2456.gene4344.mRNA1	4	9	6	2	2	5	4	14	5	3	
Slin_CCMP2456.gene4345.mRNA1	0	1	0	0	1	0	0	0	0	1	
Slin_CCMP2456.gene4346.mRNA1	0	0	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene4347.mRNA1	0	1	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene4348.mRNA1	4	10	8	5	5	8	2	16	6	8	
Slin_CCMP2456.gene435.mRNA1	2	1	1	0	1	1	0	3	2	1	
Slin_CCMP2456.gene4350.mRNA1	3	1	3	0	0	1	1	3	0	0	
Slin_CCMP2456.gene4353.mRNA1	3	2	5	2	1	3	2	3	4	1	
Slin_CCMP2456.gene4354.mRNA1	3	0	1	0	0	0	1	1	0	1	
Slin_CCMP2456.gene4357.mRNA1	3	3	4	0	1	4	3	5	4	4	
Slin_CCMP2456.gene4358.mRNA1	0	0	3	0	0	0	0	2	0	1	
Slin_CCMP2456.gene4359.mRNA1	1	0	0	4	1	2	2	5	2	0	
Slin_CCMP2456.gene4360.mRNA1	3	10	7	2	2	4	5	4	6	7	
Slin_CCMP2456.gene4362.mRNA1	0	0	0	0	0	0	0	1	0	0	
Slin_CCMP2456.gene4364.mRNA1	0	0	0	0	2	1	0	1	0	1	
Slin_CCMP2456.gene4365.mRNA1	2	4	2	2	3	5	1	4	0	1	
Slin_CCMP2456.gene4366.mRNA1	0	2	3	2	0	4	1	2	2	3	
Slin_CCMP2456.gene4367.mRNA1	17	18	14	12	13	22	13	21	11	16	
Slin_CCMP2456.gene4368.mRNA1	0	0	0	1	0	0	1	1	0	0	
Slin_CCMP2456.gene4369.mRNA1	3	9	6	3	1	11	2	13	3	10	
Slin_CCMP2456.gene437.mRNA1	4	5	3	3	1	4	2	5	2	8	
Slin_CCMP2456.gene4371.mRNA1	0	1	0	0	0	0	0	0	0	0	
Slin_CCMP2456.gene4372.mRNA1	1	1	1	0	1	1	2	1	1	2	
Slin_CCMP2456.gene4375.mRNA1	1	0	1	0	0	0	4	2	0	1	
Slin_CCMP2456.gene4376.mRNA1	4	4	1	0	4	4	1	4	1	2	
Slin_CCMP2456.gene4377.mRNA1	0	0	0	0	0	0	1	0	0	0	
Slin_CCMP2456.gene4378.mRNA1	0	1	1	0	0	1	0	3	0	3	
Slin_CCMP2456.gene4379.mRNA1	1	1	0	1	0	1	0	0	0	0	
Slin_CCMP2456.gene438.mRNA1	4	2	4	2	1	3	4	6	6	4	
Slin_CCMP2456.gene4380.mRNA1	2	1	3	1	0	1	0	0	0	3	
Slin_CCMP2456.gene4383.mRNA1	0	0	0	0	0	0	1	1	0	0	
Slin_CCMP2456.gene4384.mRNA1	6	6	5	4	5	5	2	7	4	7	
Slin_CCMP2456.gene4385.mRNA1	0	1	1	0	0	0	0	0	1	0	
Slin_CCMP2456.gene439.mRNA1	3	3	3	1	4	3	3	9	6	8	
Slin_CCMP2456.gene4395.mRNA1	9	18	17	8	11	14	6	19	7	21	
Slin_CCMP2456.gene4396.mRNA1	0	0	0	1	1	0	0	0	1	0	
Slin_CCMP2456.gene4397.mRNA1	0	0	0	0	1	0	0	0	0	0	
Slin_CCMP2456.gene440.mRNA1	1	2	4	0	3	4	3	2	2	3	
Slin_CCMP2456.gene4400.mRNA1	0	0	0	0	1	0	0	0	0	0	
Slin_CCMP2456.gene4401.mRNA1	0	2	2	2	6	5	3	4	2	3	
Slin_CCMP2456.gene4403.mRNA1	7	20	14	9	12	12	8	10	10	14	
Slin_CCMP2456.gene4405.mRNA1	1	2	0	1	1	1	0	2	0	2	
Slin_CCMP2456.gene4406.mRNA1	8	3	4	3	0	8	1	4	1	4	
Slin_CCMP2456.gene4407.mRNA1	0	1	1	0	0	1	0	1	0	0	
Slin_CCMP2456.gene4408.mRNA1	2	6	4	0	0	4	2	2	2	2	
Slin_CCMP2456.gene4409.mRNA1	1	1	4	1	2	0	1	4	3	3	
Slin_CCMP2456.gene4411.mRNA1	0	0	0	0	0	0	0	0	1	0	
Slin_CCMP2456.gene4412.mRNA1	9	8	9	4	4	10	6	10	8	5	
Slin_CCMP2456.gene4417.mRNA1	2	6	3	3	2	5	3	9	1	4	
Slin_CCMP2456.gene4418.mRNA1	4	12	4	2	4	5	5	5	5	6	
Slin_CCMP2456.gene4419.mRNA1	4	5	5	5	8	6	3	8	5	5	
Slin_CCMP2456.gene442.mRNA1	1	6	7	3	2	2	5	3	3	2	
Slin_CCMP2456.gene4421.mRNA1	2	2	2	2	4	1	1	4	1	3	
Slin_CCMP2456.gene4422.mRNA1	1	2	4	2	3	4	0	3	2	4	
Slin_CCMP2456.gene4423.mRNA1	0	0	0	0	1	0	0	0	0	0	
Slin_CCMP2456.gene4425.mRNA1	1	1	0	2	1	0	0	0	0	2	
Slin_CCMP2456.gene4426.mRNA1	8	10	5	6	5	9	5	19	7	10	
Slin_CCMP2456.gene4427.mRNA1	1	0	0	0	0	1	1	0	0	0	
Slin_CCMP2456.gene4428.mRNA1	1	0	0	0	1	0	0	0	0	0	
Slin_CCMP2456.gene4429.mRNA1	2	4	5	7	4	6	3	10	2	5	
Slin_CCMP2456.gene443.mRNA1	0	1	0	0	0	0	0	2	0	0	
Slin_CCMP2456.gene4430.mRNA1	2	3	0	0	0	0	1	2	2	0	
Slin_CCMP2456.gene4431.mRNA1	2	4	4	4	1	1	3	7	4	4	
Slin_CCMP2456.gene4435.mRNA1	3	4	4	1	0	3	4	4	0	2	
Slin_CCMP2456.gene4436.mRNA1	0	1	0	0	1	0	1	0	0	1	
Slin_CCMP2456.gene4437.mRNA1	0	1	0	0	1	0	0	0	0	0	
Slin_CCMP2456.gene4438.mRNA1	5	10	4	1	7	10	6	6	4	5	
Slin_CCMP2456.gene4439.mRNA1	10	13	7	4	8	10	9	10	7	5	
Slin_CCMP2456.gene444.mRNA1	2	0	0	0	0	0	0	2	1	1	
Slin_CCMP2456.gene4440.mRNA1	6	10	6	2	3	3	6	5	1	8	
Slin_CCMP2456.gene4441.mRNA1	3	4	8	4	3	6	6	9	6	6	
Slin_CCMP2456.gene4442.mRNA1	0	0	1	0	0	0	0	0	0	1	
Slin_CCMP2456.gene4443.mRNA1	3	3	2	1	0	3	0	0	1	4	
Slin_CCMP2456.gene4444.mRNA1	3	1	3	0	4	0	2	1	1	1	
Slin_CCMP2456.gene4445.mRNA1	2	9	2	3	3	2	0	3	1	2	
Slin_CCMP2456.gene4447.mRNA1	3	2	2	3	0	1	1	2	3	4	
Slin_CCMP2456.gene4449.mRNA1	0	0	0	0	1	0	0	0	0	0	
Slin_CCMP2456.gene4453.mRNA1	0	0	0	0	0	1	0	0	0	0	
Slin_CCMP2456.gene4455.mRNA1	48	72	72	26	37	69	45	70	57	62	
Slin_CCMP2456.gene4457.mRNA1	5	3	7	1	5	2	1	2	6	8	
Slin_CCMP2456.gene4458.mRNA1	2	11	3	7	1	1	1	6	3	5	
Slin_CCMP2456.gene446.mRNA1	0	1	3	0	0	1	0	3	3	0	
Slin_CCMP2456.gene4460.mRNA1	4	4	2	1	2	3	3	6	3	4	
Slin_CCMP2456.gene4461.mRNA1	2	1	0	0	3	0	0	1	2	0	
